,mcaldt,tmytm
188,1995-09-29,5.3565358644872
189,1995-10-31,4.9884068671148
190,1995-11-30,5.418078023108301
191,1995-12-29,4.5824050818417
192,1996-01-31,4.9293244088091
193,1996-02-29,4.9799269050118005
194,1996-03-29,5.1935145660077
195,1996-04-30,4.8357082855467
196,1996-05-31,5.0308652525847
197,1996-06-28,4.8166226026521
198,1996-07-31,5.0312125496734
199,1996-08-30,5.1120131992059
200,1996-09-30,4.9887482442573
201,1996-10-31,4.9620990717049
202,1996-11-29,4.9490290257211
203,1996-12-31,4.8738811345041
204,1997-01-31,4.9694006942560005
205,1997-02-28,5.0559845985718
206,1997-03-31,5.2229561265599
207,1997-04-30,4.9904560646412
208,1997-05-30,4.4144109426144
209,1997-06-30,5.0447502389251
210,1997-07-31,5.1174661533258
211,1997-08-29,5.017784956423
212,1997-09-30,4.7491875956958
213,1997-10-31,4.8930089304699
214,1997-11-28,4.9901143758077
215,1997-12-31,5.1076353752185
216,1998-01-30,5.025424776112001
217,1998-02-27,5.1222005317508
218,1998-03-31,5.2302188224467
219,1998-04-30,4.7278187205828
220,1998-05-29,4.5671318009421
221,1998-06-30,4.7033850152692
222,1998-07-31,4.7453335994392
223,1998-08-31,4.690964197427
224,1998-09-30,4.0280603617702
225,1998-10-30,3.5519460080292
226,1998-11-30,4.441596191365
227,1998-12-31,4.3943146741389
228,1999-01-29,4.4093206214902
229,1999-02-26,4.5060408504483
230,1999-03-31,4.5575195610907
231,1999-04-30,4.4524873101386
232,1999-05-28,4.4195012878751
233,1999-06-30,4.4378579643655005
234,1999-07-30,4.4500438663229005
235,1999-08-31,4.4998388502452
236,1999-09-30,4.5012280203727
237,1999-10-29,4.3660538664246005
238,1999-11-30,4.57107613455
239,1999-12-31,5.1018259634536
240,2000-01-31,5.3859108304347005
241,2000-02-29,5.314227907597
242,2000-03-31,5.855942644946301
243,2000-04-28,5.2699277174844
244,2000-05-31,4.6746488432068
245,2000-06-30,5.6291424027875
246,2000-07-31,5.8749103032492
247,2000-08-31,6.2337330537432
248,2000-09-29,5.9196591990987
249,2000-10-31,6.0272657762215
250,2000-11-30,6.1189930096839005
251,2000-12-29,5.7692941997746
252,2001-01-31,4.8274465059009
253,2001-02-28,5.0133813858795
254,2001-03-30,4.4322272566264
255,2001-04-30,3.7421209392371
256,2001-05-31,3.4453029431826
257,2001-06-29,3.4146261678491
258,2001-07-31,3.6402319747007
259,2001-08-31,3.3739421808522003
260,2001-09-28,2.3776658207938
261,2001-10-31,2.0933052972478
262,2001-11-30,1.7275350720468001
263,2001-12-31,1.6360319456404
264,2002-01-31,1.6894928024579001
265,2002-02-28,1.7326538388643
266,2002-03-28,1.7098036558971001
267,2002-04-30,1.7527549769008
268,2002-05-31,1.6894928024579001
269,2002-06-28,1.6666054953534
270,2002-07-31,1.6996877751244
271,2002-08-30,1.6564509021037
272,2002-09-30,1.5700393812955
273,2002-10-31,1.4204113327080001
274,2002-11-29,1.2173566324679
275,2002-12-31,1.1360858114442
276,2003-01-31,1.1463062350461
277,2003-02-28,1.1945184918963
278,2003-03-31,1.1411778473103
279,2003-04-30,1.0930542665745
280,2003-05-30,1.120932232678
281,2003-06-30,0.79363546909904
282,2003-07-31,0.87991972666325
283,2003-08-29,0.9712378252088
284,2003-09-30,0.85196488917849
285,2003-10-31,0.91542491396692
286,2003-11-28,0.90021481869211
287,2003-12-31,0.826656352684
288,2004-01-30,0.82663762594867
289,2004-02-27,0.93318325279341
290,2004-03-31,0.92305894443641
291,2004-04-30,0.80888104949954
292,2004-05-28,0.90781428725237
293,2004-06-30,1.1285792775762
294,2004-07-30,1.2782607160614001
295,2004-08-31,1.4405747304710002
296,2004-09-30,1.4584846821502
297,2004-10-29,1.7478456994445
298,2004-11-30,2.0320084289759
299,2004-12-31,1.9078053199359
300,2005-01-31,2.1615662762847
301,2005-02-28,2.4968121415199
302,2005-03-31,2.5987909497196
303,2005-04-29,2.7105022630462
304,2005-05-31,2.7507461101099002
305,2005-06-30,2.9851015762866
306,2005-07-29,3.2290180061725002
307,2005-08-31,3.341193726878
308,2005-09-30,3.1857987940741
309,2005-10-31,3.6963515909707003
310,2005-11-30,3.9705619268828003
311,2005-12-30,3.9462024058776
312,2006-01-31,4.3268513800457
313,2006-02-28,4.4235178167709
314,2006-03-31,4.5925873897287
315,2006-04-28,4.6129522953616
316,2006-05-31,4.6950205344819
317,2006-06-30,4.6842325075268
318,2006-07-31,5.0324328561887
319,2006-08-31,4.964645886433
320,2006-09-29,4.6485918098361
321,2006-10-31,5.1512046616048
322,2006-11-30,4.9799269054193
323,2006-12-29,4.768247405514
324,2007-01-31,5.0006450323063
325,2007-02-28,5.1433013319201
326,2007-03-30,5.0508912344155
327,2007-04-30,4.7545869405823
328,2007-05-31,4.6947181319369005
329,2007-06-29,4.5314949906667
330,2007-07-31,5.105488759881601
331,2007-08-31,4.1522907863253
332,2007-09-28,3.4425973033108
333,2007-10-31,3.9822547732295
334,2007-11-30,3.2188486232589
335,2007-12-31,2.8575620280188
336,2008-01-31,1.6641047919273
337,2008-02-29,2.0703283907299
338,2008-03-31,1.2375946392907
339,2008-04-30,1.2580023449681
340,2008-05-30,1.9484337810123
341,2008-06-30,1.6944130667209
342,2008-07-31,1.5828673113609
343,2008-08-29,1.664066838036
344,2008-09-30,0.96357591025453
345,2008-10-31,0.25350215073721
346,2008-11-28,0.030417110251549
347,2008-12-31,0.030417122925706
348,2009-01-30,0.17744521983548
349,2009-02-27,0.17237494935926
350,2009-03-31,0.15209283933393
351,2009-04-30,0.035486714881527
352,2009-05-29,0.081114175463167
353,2009-06-30,0.14448774579656
354,2009-07-31,0.12927861713959
355,2009-08-31,0.093788457527196
356,2009-09-30,0.04309119347216801
357,2009-10-30,0.0101389367674
358,2009-11-30,0.07350923907951601
359,2009-12-31,0.038021526438339
360,2010-01-29,0.015208441060209
361,2010-02-26,0.07350946115142701
362,2010-03-31,0.13434917860738
363,2010-04-30,0.14195382937654
364,2010-05-28,0.13688372652305
365,2010-06-30,0.16223520138436
366,2010-07-30,0.14195382937654
367,2010-08-31,0.15209283933393
368,2010-09-30,0.13434893134089
369,2010-10-29,0.12674359265089
370,2010-11-30,0.16983824245858
371,2010-12-31,0.081114175463167
372,2011-01-31,0.14955810929069
373,2011-02-28,0.078579010946888
374,2011-03-31,0.05830024069885201
375,2011-04-29,0.015208441060209
376,2011-05-31,0.043091040852746
377,2011-06-30,0.0076041943903594
378,2011-07-29,0.08871894364561701
379,2011-08-31,0.0
380,2011-09-30,0.015208441060209
381,2011-10-31,0.0050694553579022
382,2011-11-30,0.0
383,2011-12-30,0.0
384,2012-01-31,0.038021427421155
385,2012-02-29,0.053230563981166
386,2012-03-30,0.035486697630526
387,2012-04-30,0.07604412228457101
388,2012-05-31,0.027882317178503
389,2012-06-29,0.035486697630526
390,2012-07-31,0.06083485421747901
391,2012-08-31,0.07857926470687701
392,2012-09-28,0.04055632162419
393,2012-10-31,0.093789060033171
394,2012-11-30,0.12167295321095
395,2012-12-31,0.025347495060887
396,2013-01-31,0.060835107707891
397,2013-02-28,0.048160834277649
398,2013-03-28,0.04055634415620801
399,2013-04-30,0.015208428386109
400,2013-05-31,0.015208444228605
401,2013-06-28,0.0101389367674
402,2013-07-31,0.010138939583633
403,2013-08-30,0.0101389367674
404,2013-09-30,0.020277952393879
405,2013-10-31,0.035486714881527
406,2013-11-29,0.025347521464883
407,2013-12-31,0.015208428386109
408,2014-01-31,0.050695641434279
409,2014-02-28,0.03041709757775
410,2014-03-31,0.017743189245834
411,2014-04-30,0.010138939583633
412,2014-05-30,0.022812742386355
413,2014-06-30,0.015208431554825
414,2014-07-31,0.005069456766053
415,2014-08-29,0.0050694564139259
416,2014-09-30,0.015208428386109
417,2014-10-31,0.0025347252145805
418,2014-11-28,0.005069456766053
419,2014-12-31,0.010138939583633
420,2015-01-30,-0.020277586267742
421,2015-02-27,-0.0050694324748787
422,2015-03-31,0.035486628626807
423,2015-04-30,-0.0050694321229741
424,2015-05-29,0.0025347252145805
425,2015-06-30,-0.045624144552527
426,2015-07-31,0.03041709757775
427,2015-08-31,-0.0076041421116001
428,2015-09-30,-0.027881561074595
429,2015-10-30,0.025347521464883
430,2015-11-30,0.12167295321095
431,2015-12-31,0.068439745703671
432,2016-01-29,0.22814924171572
433,2016-02-29,0.2230766865423
434,2016-03-31,0.076044439154079
435,2016-04-29,0.13181364761451
436,2016-05-31,0.22814638939253
437,2016-06-30,0.21040316811656
438,2016-07-29,0.18251551425827
439,2016-08-31,0.23829188928279
440,2016-09-30,0.18758583262838
441,2016-10-31,0.16223339855766
442,2016-11-30,0.30421230079366
443,2016-12-30,0.41070355206273
444,2017-01-31,0.47154970198986
445,2017-02-28,0.42895060698692
446,2017-03-31,0.68966592754867
447,2017-04-28,0.67444792867212
448,2017-05-31,0.75055551758226
449,2017-06-30,0.85707815460964
450,2017-07-31,0.97373586630019
451,2017-08-31,1.1107997077262
452,2017-09-29,0.9585528178518
453,2017-10-31,1.0041642747416
454,2017-11-30,1.1031541114454
455,2017-12-29,1.237657609752
456,2018-01-31,1.3519078532175
457,2018-02-28,1.1914750048957001
458,2018-03-29,1.6285626154977
459,2018-04-30,1.648723247457
460,2018-05-31,1.7580435182743
461,2018-06-29,1.7783123610583
462,2018-07-31,1.9152219151896002
463,2018-08-31,1.9636698503406
464,2018-09-28,2.0855661901583002
465,2018-10-31,2.1771274715279
466,2018-11-30,2.2582064615342
467,2018-12-31,2.2580666657146002
468,2019-01-31,2.3547269703249
469,2019-02-28,2.4258527353167
470,2019-03-29,2.4206918409433
471,2019-04-30,2.4103721628162003
472,2019-05-31,2.3495710552794002
473,2019-06-28,2.0321216252724
474,2019-07-31,2.2531962603691
475,2019-08-30,2.0854469552941
476,2019-09-30,1.8010295404926
477,2019-10-31,1.5168034528026
478,2019-11-29,1.6309919197061
479,2019-12-31,1.4151977431563
