,date,ret
0,1999-12-31,-0.00743889482691884
1,2000-01-03,-0.0016059956979006529
2,2000-01-04,-0.033780161291360855
3,2000-01-05,0.010543840005993843
4,2000-01-06,-0.03349807858467102
5,2000-01-07,0.013068181462585926
6,2000-01-10,0.007291082292795181
7,2000-01-11,-0.025612471625208855
8,2000-01-12,-0.03257142752408981
9,2000-01-13,0.018901359289884567
10,2000-01-14,0.04115942120552063
11,2000-01-18,0.027282850816845894
12,2000-01-19,-0.07208672165870667
13,2000-01-20,-0.009345794096589088
14,2000-01-21,-0.021226415410637856
15,2000-01-24,-0.024096384644508362
16,2000-01-25,0.015432098880410194
17,2000-01-26,-0.03343465179204941
18,2000-01-27,-0.006289307959377766
19,2000-01-28,-0.005063291173428297
20,2000-01-31,-0.003816793905571103
21,2000-02-01,0.0517241396009922
22,2000-02-02,-0.02064359374344349
23,2000-02-03,0.027898326516151428
24,2000-02-04,0.028347406536340714
25,2000-02-07,0.0005865102866664529
26,2000-02-08,0.03106682375073433
27,2000-02-09,-0.05400795862078667
28,2000-02-10,0.01923076994717121
29,2000-02-11,-0.057193394750356674
30,2000-02-14,-0.0031269544269889593
31,2000-02-15,-0.010664993897080421
32,2000-02-16,-0.009511731564998627
33,2000-02-17,0.020486555993556976
34,2000-02-18,-0.04579673707485199
35,2000-02-22,-0.013149243779480457
36,2000-02-23,0.0046635577455163
37,2000-02-24,0.005305039696395397
38,2000-02-25,-0.03627968207001686
39,2000-02-28,0.00273785088211298
40,2000-02-29,-0.02389078587293625
41,2000-03-01,0.016083916649222374
42,2000-03-02,0.028217481449246407
43,2000-03-03,0.02945113740861416
44,2000-03-06,-0.05721716582775116
45,2000-03-07,0.024827586486935616
46,2000-03-08,0.02893674373626709
47,2000-03-09,0.046435579657554626
48,2000-03-10,0.009999999776482582
49,2000-03-13,-0.029702970758080482
50,2000-03-14,-0.029336735606193542
51,2000-03-15,0.0026281208265572786
52,2000-03-16,0.0
53,2000-03-17,0.041939713060855865
54,2000-03-20,-0.02012578584253788
55,2000-03-21,0.055198971182107925
56,2000-03-22,0.004866180010139942
57,2000-03-23,0.08353511244058609
58,2000-03-24,-0.0016759776044636965
59,2000-03-27,-0.06827084720134735
60,2000-03-28,0.0024024024605751038
61,2000-03-29,0.027561413124203682
62,2000-03-30,-0.035568512976169586
63,2000-03-31,0.027811367064714432
64,2000-04-03,-0.1447058767080307
65,2000-04-04,-0.025447042658925056
66,2000-04-05,-0.024700069800019264
67,2000-04-06,-0.004341533873230219
68,2000-04-07,0.035610463470220566
69,2000-04-10,-0.03368420898914337
70,2000-04-11,-0.025417573750019073
71,2000-04-12,-0.05365126579999924
72,2000-04-13,-0.0015748031437397003
73,2000-04-14,-0.06466876715421677
74,2000-04-17,0.023608768358826637
75,2000-04-18,0.061779242008924484
76,2000-04-19,-0.023273855447769165
77,2000-04-20,0.003177124774083495
78,2000-04-24,-0.15597783029079437
79,2000-04-25,0.04127579554915428
80,2000-04-26,-0.019819820299744606
81,2000-04-27,0.026654411107301712
82,2000-04-28,-0.000895255128853023
83,2000-05-01,0.052867382764816284
84,2000-05-02,-0.04851063713431358
85,2000-05-03,0.009838998317718506
86,2000-05-04,-0.0017714791465550661
87,2000-05-05,0.009760426357388496
88,2000-05-08,-0.018453426659107208
89,2000-05-09,-0.028648164123296738
90,2000-05-10,-0.02396313287317753
91,2000-05-11,0.025495750829577446
92,2000-05-12,0.013812154531478882
93,2000-05-15,0.00817438680678606
94,2000-05-16,0.0018018018454313278
95,2000-05-17,-0.02607913687825203
96,2000-05-18,-0.022160664200782776
97,2000-05-19,-0.016997167840600014
98,2000-05-22,-0.013448607176542282
99,2000-05-23,-0.015579357743263245
100,2000-05-24,0.03758654743432999
101,2000-05-25,-0.061963774263858795
102,2000-05-26,-0.0010162601247429848
103,2000-05-30,0.03153611347079277
104,2000-05-31,-0.012820512987673283
105,2000-06-01,0.03196803107857704
106,2000-06-02,0.02710551768541336
107,2000-06-05,0.008482563309371471
108,2000-06-06,0.04112149402499199
109,2000-06-07,0.012567324563860893
110,2000-06-08,-0.02393617108464241
111,2000-06-09,0.0
112,2000-06-12,-0.02815622091293335
113,2000-06-13,0.014953271485865116
114,2000-06-14,0.03867403417825699
115,2000-06-15,0.026595745235681534
116,2000-06-16,0.0025906735099852085
117,2000-06-19,0.01550387591123581
118,2000-06-20,0.016963528469204903
119,2000-06-21,0.07673060894012451
120,2000-06-22,-0.010069712996482849
121,2000-06-23,-0.027386540547013283
122,2000-06-26,0.023330651223659515
123,2000-06-27,-0.00864779856055975
124,2000-06-28,0.0015860428102314472
125,2000-06-29,-0.022169437259435654
126,2000-06-30,0.036437246948480606
127,2000-07-03,0.0
128,2000-07-05,-0.01875000074505806
129,2000-07-06,0.03105095587670803
130,2000-07-07,0.01312741357833147
131,2000-07-10,-0.03125
132,2000-07-11,-0.00393391028046608
133,2000-07-12,0.015007899142801762
134,2000-07-13,-0.004669260699301958
135,2000-07-14,-0.01250977348536253
136,2000-07-17,-0.009501188062131405
137,2000-07-18,0.003996802493929863
138,2000-07-19,-0.06847133487462997
139,2000-07-20,0.023076923564076424
140,2000-07-21,-0.03341687470674515
141,2000-07-24,-0.024200517684221268
142,2000-07-25,-0.022143490612506866
143,2000-07-26,-0.01721014454960823
144,2000-07-27,0.02304147556424141
145,2000-07-28,0.0045045046135783195
146,2000-07-31,0.0017937219236046076
147,2000-08-01,-0.01611459255218506
148,2000-08-02,0.010009098798036575
149,2000-08-03,0.012612612918019295
150,2000-08-04,-0.016014235094189644
151,2000-08-07,0.012658228166401386
152,2000-08-08,0.05892857164144516
153,2000-08-09,0.0016863406635820866
154,2000-08-10,-0.021885521709918976
155,2000-08-11,-0.002581755630671978
156,2000-08-14,-0.0034512511920183897
157,2000-08-15,-0.007792207878082991
158,2000-08-16,-0.00872600357979536
159,2000-08-17,0.007922534830868244
160,2000-08-18,-0.00786026194691658
161,2000-08-21,-0.005281690042465925
162,2000-08-22,0.008849557489156723
163,2000-08-23,-0.007017544005066156
164,2000-08-24,0.005300353281199932
165,2000-08-25,-0.007029877044260502
166,2000-08-28,0.009734513238072395
167,2000-08-29,-0.005258545279502869
168,2000-08-30,-0.013215859420597553
169,2000-08-31,-0.0026785715017467737
170,2000-09-01,0.005371531005948782
171,2000-09-05,-0.0008904719725251198
172,2000-09-06,-0.009803921915590763
173,2000-09-07,0.009000900201499462
174,2000-09-08,-0.010704727843403816
175,2000-09-11,-0.007213706150650978
176,2000-09-12,-0.009990917518734932
177,2000-09-13,0.0018348623998463154
178,2000-09-14,-0.0357142873108387
179,2000-09-15,-0.02469135820865631
180,2000-09-18,-0.01850048638880253
181,2000-09-19,0.0317460335791111
182,2000-09-20,-0.011538461782038212
183,2000-09-21,-0.0009727626456879079
184,2000-09-22,-0.014605647884309292
185,2000-09-25,-0.03162055462598801
186,2000-09-26,0.023469388484954834
187,2000-09-27,-0.03290129452943802
188,2000-09-28,0.011340206488966942
189,2000-09-29,-0.016309887170791626
190,2000-10-02,-0.01968911848962307
191,2000-10-03,-0.04334038123488426
192,2000-10-04,-0.019889501854777336
193,2000-10-05,-0.0011273956624791026
194,2000-10-06,0.0033860045950859785
195,2000-10-09,-0.024746906012296677
196,2000-10-10,0.0069204154424369335
197,2000-10-11,0.021764032542705536
198,2000-10-12,-0.02466367743909359
199,2000-10-13,-0.01149425283074379
200,2000-10-16,-0.06279069930315018
201,2000-10-17,0.001240694778971374
202,2000-10-18,0.026022305712103844
203,2000-10-19,0.19565217196941376
204,2000-10-20,0.053535353392362595
205,2000-10-23,-0.0469798669219017
206,2000-10-24,-0.01006036251783371
207,2000-10-25,-0.004065040498971939
208,2000-10-26,0.052040815353393555
209,2000-10-27,0.05043647065758705
210,2000-10-30,0.020313942804932594
211,2000-10-31,-0.0027149321977049112
212,2000-11-01,0.010889291763305664
213,2000-11-02,0.00987432710826397
214,2000-11-03,-0.029333332553505898
215,2000-11-06,0.018315019086003304
216,2000-11-07,0.014388489536941051
217,2000-11-08,-0.015070921741425991
218,2000-11-09,0.020702069625258446
219,2000-11-10,-0.04938271641731262
220,2000-11-13,-0.013914656825363636
221,2000-11-14,0.03574788197875023
222,2000-11-15,0.018165303394198418
223,2000-11-16,-0.0160570926964283
224,2000-11-17,0.0018132366240024567
225,2000-11-20,-0.027149321511387825
226,2000-11-21,0.008372092619538307
227,2000-11-22,0.007380073890089989
228,2000-11-24,0.024725275114178658
229,2000-11-27,0.010723860934376717
230,2000-11-28,-0.05216622352600098
231,2000-11-29,-0.028917910531163216
232,2000-11-30,-0.11815562099218369
233,2000-12-01,-0.013071895577013493
234,2000-12-04,-0.0033112582750618458
235,2000-12-05,0.060908082872629166
236,2000-12-06,-0.05323590710759163
237,2000-12-07,-0.06284454464912415
238,2000-12-08,0.024705883115530014
239,2000-12-11,0.06659012287855148
240,2000-12-12,0.005382131319493055
241,2000-12-13,-0.01927194930613041
242,2000-12-14,-0.030567685142159462
243,2000-12-15,-0.11373873800039291
244,2000-12-18,-0.027954256162047386
245,2000-12-19,-0.062745101749897
