,mcaldt,tmytm
0,1978-01-31,5.9967208538158
1,1978-02-28,6.0884251740265
2,1978-03-31,6.4972253572089
3,1978-04-28,6.0486483399274
4,1978-05-31,6.5097372536433005
5,1978-06-30,6.5595704755094
6,1978-07-31,6.5170219181511
7,1978-08-31,7.6013808131684
8,1978-09-29,8.0193091667989
9,1978-10-31,8.5363841008461
10,1978-11-30,9.0628587330568
11,1978-12-29,8.4280128146252
12,1979-01-31,9.5219756131092
13,1979-02-28,9.5424300332788
14,1979-03-30,9.6421703239067
15,1979-04-30,9.569337251154101
16,1979-05-31,9.6869363073906
17,1979-06-29,8.9901567043598
18,1979-07-31,9.0981299697221
19,1979-08-31,10.054020184712
20,1979-09-28,10.279168062276
21,1979-10-31,11.717011923041
22,1979-11-30,10.90379884883
23,1979-12-31,9.344482922687
24,1980-01-31,11.721614020654
25,1980-02-29,13.61636785656
26,1980-03-31,15.050646803179
27,1980-04-30,9.2379298527468
28,1980-05-30,7.1820263316345
29,1980-06-30,6.2010228155294005
30,1980-07-31,7.4992604535221
31,1980-08-29,9.2969461594551
32,1980-09-30,10.794970512916
33,1980-10-31,11.682503145726999
34,1980-11-28,14.651751019378999
35,1980-12-31,12.527633629162
36,1981-01-30,13.919302365963
37,1981-02-27,14.032281897832
38,1981-03-31,13.016699446614
39,1981-04-30,13.819236045348
40,1981-05-29,16.150476854079
41,1981-06-30,14.411282281761
42,1981-07-31,14.957169615311999
43,1981-08-31,14.968477193346999
44,1981-09-30,13.996604563662
45,1981-10-30,12.718200057898999
46,1981-11-30,10.244136881856999
47,1981-12-31,9.6357817264791
48,1982-01-29,11.928527163154
49,1982-02-26,11.826010303908
50,1982-03-31,13.421077153993
51,1982-04-30,12.236136493166
52,1982-05-28,11.436522839533
53,1982-06-30,11.778569608805
54,1982-07-30,8.9186291125568
55,1982-08-31,6.2106838962052
56,1982-09-30,7.0194057465244
57,1982-10-29,7.7026858296125
58,1982-11-30,7.628029166541101
59,1982-12-31,8.060150357189
60,1983-01-31,8.037105082893
61,1983-02-28,7.424766272896401
62,1983-03-31,8.5720773362914
63,1983-04-29,8.1112743388827
64,1983-05-31,8.0770329298969
65,1983-06-30,8.6947431470418
66,1983-07-29,8.9186345249827
67,1983-08-31,9.1458334752343
68,1983-09-30,8.7550479951496
69,1983-10-31,8.4455336434238
70,1983-11-30,8.501515652974101
71,1983-12-30,8.6426254597365
72,1984-01-31,8.8836034315178
73,1984-02-29,8.8901222768685
74,1984-03-30,9.5526534783497
75,1984-04-30,9.2627329727146
76,1984-05-31,9.3594956377719
77,1984-06-29,9.3583326218341
78,1984-07-31,9.6497971063287
79,1984-08-31,10.719467248606
80,1984-09-28,10.432752084981999
81,1984-10-31,8.6037736485116
82,1984-11-30,7.406618257581401
83,1984-12-31,7.5982081146141
84,1985-01-31,7.652477718302
85,1985-02-28,7.7137101096352
86,1985-03-29,8.0908525769682
87,1985-04-30,7.3525886491967
88,1985-05-31,7.029621325751
89,1985-06-28,6.6310166669303
90,1985-07-31,7.060918715544401
91,1985-08-30,7.0697557904468
92,1985-09-30,7.0676980408957
93,1985-10-31,7.1725344372112
94,1985-11-29,6.5697883558774
95,1985-12-31,5.905029558082
96,1986-01-31,6.7840189984223
97,1986-02-28,6.9473186381042
98,1986-03-31,6.2723949856982
99,1986-04-30,5.8976753954755
100,1986-05-30,6.151619397525
101,1986-06-30,5.8851137575474
102,1986-07-31,5.6321402870269
103,1986-08-29,5.1222167117085
104,1986-09-30,5.1105774962289
105,1986-10-31,5.1222167117085
106,1986-11-28,4.9595522632541
107,1986-12-31,5.1127508153674
108,1987-01-30,5.580746766219
109,1987-02-27,5.3667452979111
110,1987-03-31,5.2022089371928
111,1987-04-30,4.8576826943622
112,1987-05-29,5.3870775417521
113,1987-06-30,4.9273292069404
114,1987-07-31,5.6011208336903
115,1987-08-31,5.660973020467
116,1987-09-30,6.499538211348701
117,1987-10-30,4.0225322105362
118,1987-11-30,3.5133221670899
119,1987-12-31,3.6869246447683
120,1988-01-29,5.2852151959032
121,1988-02-29,5.1720374062959005
122,1988-03-31,5.7340599064974
123,1988-04-29,5.754025010016901
124,1988-05-31,5.8642692219746
125,1988-06-30,6.539790391777601
126,1988-07-29,6.3759838350168
127,1988-08-31,7.2038652151866005
128,1988-09-30,7.0901677423719
129,1988-10-31,6.7413256927113006
130,1988-11-30,6.8261217809795
131,1988-12-30,6.6105798378857
132,1989-01-31,7.8831222935308
133,1989-02-28,7.536208732048601
134,1989-03-31,8.775492016477301
135,1989-04-28,8.560849203884901
136,1989-05-31,8.5935381821693
