mcaldt,tmytm
1993-10-29,2.8324834379732002
1993-11-30,2.7507461103132003
1993-12-31,2.9443116922778
1994-01-31,2.791500965099
1994-02-28,2.9032987815968
1994-03-31,3.3918989994079003
1994-04-29,3.6155259567899
1994-05-31,3.7876953199599
1994-06-30,3.5241423358008
1994-07-29,3.9512905316362
1994-08-31,4.3894881356907005
1994-09-30,4.4907686560696005
1994-10-31,4.3372844282122
1994-11-30,4.9497012178796
1994-12-30,4.7351498424951
1995-01-31,5.1818525864664
1995-02-28,5.0189488833077
1995-03-31,5.7743909736047
1995-04-28,5.7336174612673005
1995-05-31,5.6427565072272
1995-06-30,5.3259674856137
1995-07-31,5.447024659215
1995-08-31,5.3671207596059
1995-09-29,5.3565358644872
1995-10-31,4.9884068671148
1995-11-30,5.418078023108301
1995-12-29,4.5824050818417
1996-01-31,4.9293244088091
1996-02-29,4.9799269050118005
1996-03-29,5.1935145660077
1996-04-30,4.8357082855467
1996-05-31,5.0308652525847
1996-06-28,4.8166226026521
1996-07-31,5.0312125496734
1996-08-30,5.1120131992059
1996-09-30,4.9887482442573
1996-10-31,4.9620990717049
1996-11-29,4.9490290257211
1996-12-31,4.8738811345041
1997-01-31,4.9694006942560005
1997-02-28,5.0559845985718
1997-03-31,5.2229561265599
1997-04-30,4.9904560646412
1997-05-30,4.4144109426144
1997-06-30,5.0447502389251
1997-07-31,5.1174661533258
1997-08-29,5.017784956423
1997-09-30,4.7491875956958
1997-10-31,4.8930089304699
1997-11-28,4.9901143758077
1997-12-31,5.1076353752185
1998-01-30,5.025424776112001
1998-02-27,5.1222005317508
1998-03-31,5.2302188224467
1998-04-30,4.7278187205828
1998-05-29,4.5671318009421
1998-06-30,4.7033850152692
1998-07-31,4.7453335994392
1998-08-31,4.690964197427
1998-09-30,4.0280603617702
1998-10-30,3.5519460080292
1998-11-30,4.441596191365
1998-12-31,4.3943146741389
1999-01-29,4.4093206214902
1999-02-26,4.5060408504483
1999-03-31,4.5575195610907
1999-04-30,4.4524873101386
1999-05-28,4.4195012878751
1999-06-30,4.4378579643655005
1999-07-30,4.4500438663229005
1999-08-31,4.4998388502452
1999-09-30,4.5012280203727
1999-10-29,4.3660538664246005
1999-11-30,4.57107613455
1999-12-31,5.1018259634536
2000-01-31,5.3859108304347005
2000-02-29,5.314227907597
2000-03-31,5.855942644946301
2000-04-28,5.2699277174844
2000-05-31,4.6746488432068
2000-06-30,5.6291424027875
2000-07-31,5.8749103032492
2000-08-31,6.2337330537432
2000-09-29,5.9196591990987
2000-10-31,6.0272657762215
2000-11-30,6.1189930096839005
2000-12-29,5.7692941997746
2001-01-31,4.8274465059009
2001-02-28,5.0133813858795
2001-03-30,4.4322272566264
2001-04-30,3.7421209392371
2001-05-31,3.4453029431826
2001-06-29,3.4146261678491
2001-07-31,3.6402319747007
2001-08-31,3.3739421808522003
2001-09-28,2.3776658207938
2001-10-31,2.0933052972478
2001-11-30,1.7275350720468001
2001-12-31,1.6360319456404
2002-01-31,1.6894928024579001
2002-02-28,1.7326538388643
2002-03-28,1.7098036558971001
2002-04-30,1.7527549769008
2002-05-31,1.6894928024579001
2002-06-28,1.6666054953534
2002-07-31,1.6996877751244
2002-08-30,1.6564509021037
2002-09-30,1.5700393812955
2002-10-31,1.4204113327080001
2002-11-29,1.2173566324679
2002-12-31,1.1360858114442
2003-01-31,1.1463062350461
2003-02-28,1.1945184918963
2003-03-31,1.1411778473103
2003-04-30,1.0930542665745
2003-05-30,1.120932232678
2003-06-30,0.79363546909904
2003-07-31,0.87991972666325
2003-08-29,0.9712378252088
2003-09-30,0.85196488917849
2003-10-31,0.91542491396692
2003-11-28,0.90021481869211
2003-12-31,0.826656352684
2004-01-30,0.82663762594867
2004-02-27,0.93318325279341
2004-03-31,0.92305894443641
2004-04-30,0.80888104949954
2004-05-28,0.90781428725237
2004-06-30,1.1285792775762
2004-07-30,1.2782607160614001
2004-08-31,1.4405747304710002
2004-09-30,1.4584846821502
2004-10-29,1.7478456994445
2004-11-30,2.0320084289759
2004-12-31,1.9078053199359
2005-01-31,2.1615662762847
2005-02-28,2.4968121415199
2005-03-31,2.5987909497196
2005-04-29,2.7105022630462
2005-05-31,2.7507461101099002
2005-06-30,2.9851015762866
2005-07-29,3.2290180061725002
2005-08-31,3.341193726878
2005-09-30,3.1857987940741
2005-10-31,3.6963515909707003
2005-11-30,3.9705619268828003
2005-12-30,3.9462024058776
2006-01-31,4.3268513800457
2006-02-28,4.4235178167709
2006-03-31,4.5925873897287
2006-04-28,4.6129522953616
2006-05-31,4.6950205344819
2006-06-30,4.6842325075268
2006-07-31,5.0324328561887
2006-08-31,4.964645886433
2006-09-29,4.6485918098361
2006-10-31,5.1512046616048
2006-11-30,4.9799269054193
2006-12-29,4.768247405514
2007-01-31,5.0006450323063
2007-02-28,5.1433013319201
2007-03-30,5.0508912344155
2007-04-30,4.7545869405823
2007-05-31,4.6947181319369005
2007-06-29,4.5314949906667
2007-07-31,5.105488759881601
2007-08-31,4.1522907863253
2007-09-28,3.4425973033108
2007-10-31,3.9822547732295
2007-11-30,3.2188486232589
2007-12-31,2.8575620280188
2008-01-31,1.6641047919273
2008-02-29,2.0703283907299
2008-03-31,1.2375946392907
2008-04-30,1.2580023449681
2008-05-30,1.9484337810123
2008-06-30,1.6944130667209
2008-07-31,1.5828673113609
2008-08-29,1.664066838036
2008-09-30,0.96357591025453
2008-10-31,0.25350215073721
2008-11-28,0.030417110251549
2008-12-31,0.030417122925706
2009-01-30,0.17744521983548
2009-02-27,0.17237494935926
2009-03-31,0.15209283933393
2009-04-30,0.035486714881527
2009-05-29,0.081114175463167
2009-06-30,0.14448774579656
2009-07-31,0.12927861713959
2009-08-31,0.093788457527196
2009-09-30,0.04309119347216801
2009-10-30,0.0101389367674
2009-11-30,0.07350923907951601
2009-12-31,0.038021526438339
2010-01-29,0.015208441060209
2010-02-26,0.07350946115142701
2010-03-31,0.13434917860738
2010-04-30,0.14195382937654
2010-05-28,0.13688372652305
2010-06-30,0.16223520138436
2010-07-30,0.14195382937654
2010-08-31,0.15209283933393
2010-09-30,0.13434893134089
2010-10-29,0.12674359265089
2010-11-30,0.16983824245858
2010-12-31,0.081114175463167
2011-01-31,0.14955810929069
2011-02-28,0.078579010946888
2011-03-31,0.05830024069885201
2011-04-29,0.015208441060209
2011-05-31,0.043091040852746
2011-06-30,0.0076041943903594
2011-07-29,0.08871894364561701
2011-08-31,0.0
2011-09-30,0.015208441060209
2011-10-31,0.0050694553579022
2011-11-30,0.0
2011-12-30,0.0
2012-01-31,0.038021427421155
2012-02-29,0.053230563981166
2012-03-30,0.035486697630526
2012-04-30,0.07604412228457101
2012-05-31,0.027882317178503
2012-06-29,0.035486697630526
2012-07-31,0.06083485421747901
2012-08-31,0.07857926470687701
2012-09-28,0.04055632162419
2012-10-31,0.093789060033171
2012-11-30,0.12167295321095
2012-12-31,0.025347495060887
2013-01-31,0.060835107707891
2013-02-28,0.048160834277649
2013-03-28,0.04055634415620801
2013-04-30,0.015208428386109
2013-05-31,0.015208444228605
2013-06-28,0.0101389367674
2013-07-31,0.010138939583633
2013-08-30,0.0101389367674
2013-09-30,0.020277952393879
2013-10-31,0.035486714881527
2013-11-29,0.025347521464883
2013-12-31,0.015208428386109
2014-01-31,0.050695641434279
2014-02-28,0.03041709757775
2014-03-31,0.017743189245834
2014-04-30,0.010138939583633
2014-05-30,0.022812742386355
2014-06-30,0.015208431554825
2014-07-31,0.005069456766053
2014-08-29,0.0050694564139259
2014-09-30,0.015208428386109
2014-10-31,0.0025347252145805
2014-11-28,0.005069456766053
2014-12-31,0.010138939583633
2015-01-30,-0.020277586267742
2015-02-27,-0.0050694324748787
2015-03-31,0.035486628626807
2015-04-30,-0.0050694321229741
2015-05-29,0.0025347252145805
2015-06-30,-0.045624144552527
2015-07-31,0.03041709757775
2015-08-31,-0.0076041421116001
2015-09-30,-0.027881561074595
2015-10-30,0.025347521464883
2015-11-30,0.12167295321095
2015-12-31,0.068439745703671
2016-01-29,0.22814924171572
2016-02-29,0.2230766865423
2016-03-31,0.076044439154079
2016-04-29,0.13181364761451
2016-05-31,0.22814638939253
2016-06-30,0.21040316811656
2016-07-29,0.18251551425827
2016-08-31,0.23829188928279
2016-09-30,0.18758583262838
2016-10-31,0.16223339855766
2016-11-30,0.30421230079366
2016-12-30,0.41070355206273
2017-01-31,0.47154970198986
2017-02-28,0.42895060698692
2017-03-31,0.68966592754867
2017-04-28,0.67444792867212
2017-05-31,0.75055551758226
2017-06-30,0.85707815460964
2017-07-31,0.97373586630019
2017-08-31,1.1107997077262
2017-09-29,0.9585528178518
2017-10-31,1.0041642747416
2017-11-30,1.1031541114454
2017-12-29,1.237657609752
2018-01-31,1.3519078532175
2018-02-28,1.1914750048957001
2018-03-29,1.6285626154977
2018-04-30,1.648723247457
2018-05-31,1.7580435182743
2018-06-29,1.7783123610583
2018-07-31,1.9152219151896002
2018-08-31,1.9636698503406
2018-09-28,2.0855661901583002
2018-10-31,2.1771274715279
2018-11-30,2.2582064615342
2018-12-31,2.2580666657146002
2019-01-31,2.3547269703249
2019-02-28,2.4258527353167
2019-03-29,2.4206918409433
2019-04-30,2.4103721628162003
2019-05-31,2.3495710552794002
2019-06-28,2.0321216252724
2019-07-31,2.2531962603691
2019-08-30,2.0854469552941
2019-09-30,1.8010295404926
2019-10-31,1.5168034528026
2019-11-29,1.6309919197061
2019-12-31,1.4151977431563
